search_text,document_id,document_type,trade,certification_group,importance,selection_rule,certification_name,ncs_code,review_status,source_file
"직종 건설기계운전의 NCS 능력은 롤러 안전관리이며 NCS 코드는 1407010310_19v2, 세분류는 롤러운전이다.",ability-requirement-00175,NCS 능력 요구사항,건설기계운전,,,,,1407010310_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 머캐덤롤러 조종이며 NCS 코드는 1407010305_19v2, 세분류는 롤러운전이다.",ability-requirement-00176,NCS 능력 요구사항,건설기계운전,,,,,1407010305_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 아스콘 다짐작업이며 NCS 코드는 1407010312_19v2, 세분류는 롤러운전이다.",ability-requirement-00177,NCS 능력 요구사항,건설기계운전,,,,,1407010312_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 작업 전 장비점검이며 NCS 코드는 1407010302_19v2, 세분류는 롤러운전이다.",ability-requirement-00178,NCS 능력 요구사항,건설기계운전,,,,,1407010302_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 작업 후 점검이며 NCS 코드는 1407010309_19v2, 세분류는 롤러운전이다.",ability-requirement-00179,NCS 능력 요구사항,건설기계운전,,,,,1407010309_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 작업조건 파악이며 NCS 코드는 1407010301_19v2, 세분류는 롤러운전이다.",ability-requirement-00180,NCS 능력 요구사항,건설기계운전,,,,,1407010301_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 진동롤러 조종이며 NCS 코드는 1407010303_19v2, 세분류는 롤러운전이다.",ability-requirement-00181,NCS 능력 요구사항,건설기계운전,,,,,1407010303_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 콤비롤러 조종이며 NCS 코드는 1407010307_19v2, 세분류는 롤러운전이다.",ability-requirement-00182,NCS 능력 요구사항,건설기계운전,,,,,1407010307_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 타이어롤러 조종이며 NCS 코드는 1407010304_19v2, 세분류는 롤러운전이다.",ability-requirement-00183,NCS 능력 요구사항,건설기계운전,,,,,1407010304_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 탠덤롤러 조종이며 NCS 코드는 1407010306_19v2, 세분류는 롤러운전이다.",ability-requirement-00184,NCS 능력 요구사항,건설기계운전,,,,,1407010306_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 토사·골재 다짐작업이며 NCS 코드는 1407010311_19v2, 세분류는 롤러운전이다.",ability-requirement-00185,NCS 능력 요구사항,건설기계운전,,,,,1407010311_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 골재 포설 작업이며 NCS 코드는 1407010108_19v2, 세분류는 모터그레이더운전이다.",ability-requirement-00186,NCS 능력 요구사항,건설기계운전,,,,,1407010108_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 기능 점검이며 NCS 코드는 1407010104_19v2, 세분류는 모터그레이더운전이다.",ability-requirement-00187,NCS 능력 요구사항,건설기계운전,,,,,1407010104_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 기타 작업이며 NCS 코드는 1407010109_19v2, 세분류는 모터그레이더운전이다.",ability-requirement-00188,NCS 능력 요구사항,건설기계운전,,,,,1407010109_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 안전 점검이며 NCS 코드는 1407010102_19v2, 세분류는 모터그레이더운전이다.",ability-requirement-00189,NCS 능력 요구사항,건설기계운전,,,,,1407010102_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 운전 전 점검이며 NCS 코드는 1407010103_19v2, 세분류는 모터그레이더운전이다.",ability-requirement-00190,NCS 능력 요구사항,건설기계운전,,,,,1407010103_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 운전 중 점검이며 NCS 코드는 1407010105_19v2, 세분류는 모터그레이더운전이다.",ability-requirement-00191,NCS 능력 요구사항,건설기계운전,,,,,1407010105_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 작업 후 점검이며 NCS 코드는 1407010110_19v2, 세분류는 모터그레이더운전이다.",ability-requirement-00192,NCS 능력 요구사항,건설기계운전,,,,,1407010110_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 작업계획 수립이며 NCS 코드는 1407010106_19v2, 세분류는 모터그레이더운전이다.",ability-requirement-00193,NCS 능력 요구사항,건설기계운전,,,,,1407010106_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 장비구조 파악이며 NCS 코드는 1407010101_19v2, 세분류는 모터그레이더운전이다.",ability-requirement-00194,NCS 능력 요구사항,건설기계운전,,,,,1407010101_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 토사 포설 작업이며 NCS 코드는 1407010107_19v2, 세분류는 모터그레이더운전이다.",ability-requirement-00195,NCS 능력 요구사항,건설기계운전,,,,,1407010107_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 사후관리이며 NCS 코드는 1407010409_19v2, 세분류는 불도저운전이다.",ability-requirement-00196,NCS 능력 요구사항,건설기계운전,,,,,1407010409_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 안전관리이며 NCS 코드는 1407010404_19v2, 세분류는 불도저운전이다.",ability-requirement-00197,NCS 능력 요구사항,건설기계운전,,,,,1407010404_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 운용관리이며 NCS 코드는 1407010410_19v2, 세분류는 불도저운전이다.",ability-requirement-00198,NCS 능력 요구사항,건설기계운전,,,,,1407010410_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 작업 전 점검이며 NCS 코드는 1407010405_19v2, 세분류는 불도저운전이다.",ability-requirement-00199,NCS 능력 요구사항,건설기계운전,,,,,1407010405_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 작업 중 점검이며 NCS 코드는 1407010407_19v2, 세분류는 불도저운전이다.",ability-requirement-00200,NCS 능력 요구사항,건설기계운전,,,,,1407010407_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 작업 후 점검이며 NCS 코드는 1407010408_19v2, 세분류는 불도저운전이다.",ability-requirement-00201,NCS 능력 요구사항,건설기계운전,,,,,1407010408_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 작업계획 수립이며 NCS 코드는 1407010403_19v2, 세분류는 불도저운전이다.",ability-requirement-00202,NCS 능력 요구사항,건설기계운전,,,,,1407010403_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 작업하기이며 NCS 코드는 1407010406_19v2, 세분류는 불도저운전이다.",ability-requirement-00203,NCS 능력 요구사항,건설기계운전,,,,,1407010406_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 장비구조·기능이며 NCS 코드는 1407010411_19v2, 세분류는 불도저운전이다.",ability-requirement-00204,NCS 능력 요구사항,건설기계운전,,,,,1407010411_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 아스팔트피니셔 기본 조작이며 NCS 코드는 1407010202_19v2, 세분류는 아스팔트피니셔운전이다.",ability-requirement-00205,NCS 능력 요구사항,건설기계운전,,,,,1407010202_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 안전관리이며 NCS 코드는 1407010210_19v2, 세분류는 아스팔트피니셔운전이다.",ability-requirement-00206,NCS 능력 요구사항,건설기계운전,,,,,1407010210_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 포설 작업이며 NCS 코드는 1407010206_19v2, 세분류는 아스팔트피니셔운전이다.",ability-requirement-00207,NCS 능력 요구사항,건설기계운전,,,,,1407010206_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 포설 작업 상황 파악이며 NCS 코드는 1407010203_19v2, 세분류는 아스팔트피니셔운전이다.",ability-requirement-00208,NCS 능력 요구사항,건설기계운전,,,,,1407010203_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 포설 작업 전 장비 점검이며 NCS 코드는 1407010204_19v2, 세분류는 아스팔트피니셔운전이다.",ability-requirement-00209,NCS 능력 요구사항,건설기계운전,,,,,1407010204_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 포설 작업 준비이며 NCS 코드는 1407010205_19v2, 세분류는 아스팔트피니셔운전이다.",ability-requirement-00210,NCS 능력 요구사항,건설기계운전,,,,,1407010205_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 포설 작업 후 점검이며 NCS 코드는 1407010208_19v2, 세분류는 아스팔트피니셔운전이다.",ability-requirement-00211,NCS 능력 요구사항,건설기계운전,,,,,1407010208_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 후속 작업 준비이며 NCS 코드는 1407010209_19v2, 세분류는 아스팔트피니셔운전이다.",ability-requirement-00212,NCS 능력 요구사항,건설기계운전,,,,,1407010209_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 골재 선별작업이며 NCS 코드는 1407010721_16v1, 세분류는 준설선운전이다.",ability-requirement-00213,NCS 능력 요구사항,건설기계운전,,,,,1407010721_16v1,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 골재 선별작업 전 점검이며 NCS 코드는 1407010720_16v1, 세분류는 준설선운전이다.",ability-requirement-00214,NCS 능력 요구사항,건설기계운전,,,,,1407010720_16v1,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 그래브식 준설선 이동작업이며 NCS 코드는 1407010716_22v3, 세분류는 준설선운전이다.",ability-requirement-00215,NCS 능력 요구사항,건설기계운전,,,,,1407010716_22v3,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 그래브식 준설선 작업이며 NCS 코드는 1407010717_22v3, 세분류는 준설선운전이다.",ability-requirement-00216,NCS 능력 요구사항,건설기계운전,,,,,1407010717_22v3,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 보조 작업장치 점검이며 NCS 코드는 1407010703_16v2, 세분류는 준설선운전이다.",ability-requirement-00217,NCS 능력 요구사항,건설기계운전,,,,,1407010703_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 송토관 설치작업이며 NCS 코드는 1407010708_16v2, 세분류는 준설선운전이다.",ability-requirement-00218,NCS 능력 요구사항,건설기계운전,,,,,1407010708_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 스윙앵커 이동작업이며 NCS 코드는 1407010715_16v2, 세분류는 준설선운전이다.",ability-requirement-00219,NCS 능력 요구사항,건설기계운전,,,,,1407010715_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 안전대책 수립이며 NCS 코드는 1407010710_22v3, 세분류는 준설선운전이다.",ability-requirement-00220,NCS 능력 요구사항,건설기계운전,,,,,1407010710_22v3,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 주 작업장치 점검이며 NCS 코드는 1407010702_16v2, 세분류는 준설선운전이다.",ability-requirement-00221,NCS 능력 요구사항,건설기계운전,,,,,1407010702_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 준설작업 준비이며 NCS 코드는 1407010701_16v2, 세분류는 준설선운전이다.",ability-requirement-00222,NCS 능력 요구사항,건설기계운전,,,,,1407010701_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 펌프 해체·조립이며 NCS 코드는 1407010723_22v3, 세분류는 준설선운전이다.",ability-requirement-00223,NCS 능력 요구사항,건설기계운전,,,,,1407010723_22v3,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 펌프식 준설선 이동작업이며 NCS 코드는 1407010714_22v3, 세분류는 준설선운전이다.",ability-requirement-00224,NCS 능력 요구사항,건설기계운전,,,,,1407010714_22v3,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 펌프식 준설선 작업이며 NCS 코드는 1407010722_22v3, 세분류는 준설선운전이다.",ability-requirement-00225,NCS 능력 요구사항,건설기계운전,,,,,1407010722_22v3,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 펌프식 준설선 작업준비이며 NCS 코드는 1407010711_22v3, 세분류는 준설선운전이다.",ability-requirement-00226,NCS 능력 요구사항,건설기계운전,,,,,1407010711_22v3,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 호퍼식 준설선 작업이며 NCS 코드는 1407010707_22v3, 세분류는 준설선운전이다.",ability-requirement-00227,NCS 능력 요구사항,건설기계운전,,,,,1407010707_22v3,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 도로주행이며 NCS 코드는 1407040116_16v2, 세분류는 지게차운전이다.",ability-requirement-00228,NCS 능력 요구사항,건설기계운전,,,,,1407040116_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 사후유지관리이며 NCS 코드는 1407040109_16v2, 세분류는 지게차운전이다.",ability-requirement-00229,NCS 능력 요구사항,건설기계운전,,,,,1407040109_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 안전관리이며 NCS 코드는 1407040104_16v2, 세분류는 지게차운전이다.",ability-requirement-00230,NCS 능력 요구사항,건설기계운전,,,,,1407040104_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 운전시야확보이며 NCS 코드는 1407040115_16v2, 세분류는 지게차운전이다.",ability-requirement-00231,NCS 능력 요구사항,건설기계운전,,,,,1407040115_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 응급대처이며 NCS 코드는 1407040117_16v2, 세분류는 지게차운전이다.",ability-requirement-00232,NCS 능력 요구사항,건설기계운전,,,,,1407040117_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 작업 전 점검이며 NCS 코드는 1407040106_16v2, 세분류는 지게차운전이다.",ability-requirement-00233,NCS 능력 요구사항,건설기계운전,,,,,1407040106_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 작업 후 점검이며 NCS 코드는 1407040108_16v2, 세분류는 지게차운전이다.",ability-requirement-00234,NCS 능력 요구사항,건설기계운전,,,,,1407040108_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 작업계획 수립이며 NCS 코드는 1407040103_16v2, 세분류는 지게차운전이다.",ability-requirement-00235,NCS 능력 요구사항,건설기계운전,,,,,1407040103_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 작업장 확인이며 NCS 코드는 1407040105_16v2, 세분류는 지게차운전이다.",ability-requirement-00236,NCS 능력 요구사항,건설기계운전,,,,,1407040105_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 작업장치 및 주행장치조작이며 NCS 코드는 1407040112_16v2, 세분류는 지게차운전이다.",ability-requirement-00237,NCS 능력 요구사항,건설기계운전,,,,,1407040112_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 장비구조이며 NCS 코드는 1407040101_16v2, 세분류는 지게차운전이다.",ability-requirement-00238,NCS 능력 요구사항,건설기계운전,,,,,1407040101_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 핸들 및 레버조작이며 NCS 코드는 1407040111_16v2, 세분류는 지게차운전이다.",ability-requirement-00239,NCS 능력 요구사항,건설기계운전,,,,,1407040111_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 화물 운반작업이며 NCS 코드는 1407040114_16v2, 세분류는 지게차운전이다.",ability-requirement-00240,NCS 능력 요구사항,건설기계운전,,,,,1407040114_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 화물 적재 및 하역작업이며 NCS 코드는 1407040113_16v2, 세분류는 지게차운전이다.",ability-requirement-00241,NCS 능력 요구사항,건설기계운전,,,,,1407040113_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 안전사항 준수이며 NCS 코드는 1407030111_16v2, 세분류는 콘크리트공기계운전이다.",ability-requirement-00242,NCS 능력 요구사항,건설기계운전,,,,,1407030111_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 압송관 설치작업이며 NCS 코드는 1407030117_16v2, 세분류는 콘크리트공기계운전이다.",ability-requirement-00243,NCS 능력 요구사항,건설기계운전,,,,,1407030117_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 콘크리트 타설작업이며 NCS 코드는 1407030118_16v2, 세분류는 콘크리트공기계운전이다.",ability-requirement-00244,NCS 능력 요구사항,건설기계운전,,,,,1407030118_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 콘크리트믹서트럭 기능 파악이며 NCS 코드는 1407030113_16v2, 세분류는 콘크리트공기계운전이다.",ability-requirement-00245,NCS 능력 요구사항,건설기계운전,,,,,1407030113_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 콘크리트믹서트럭 운반이며 NCS 코드는 1407030119_22v3, 세분류는 콘크리트공기계운전이다.",ability-requirement-00246,NCS 능력 요구사항,건설기계운전,,,,,1407030119_22v3,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 콘크리트믹서트럭 타설 후 관리이며 NCS 코드는 1407030120_22v3, 세분류는 콘크리트공기계운전이다.",ability-requirement-00247,NCS 능력 요구사항,건설기계운전,,,,,1407030120_22v3,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 콘크리트펌프 이동이며 NCS 코드는 1407030108_16v2, 세분류는 콘크리트공기계운전이다.",ability-requirement-00248,NCS 능력 요구사항,건설기계운전,,,,,1407030108_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 콘크리트펌프 일상점검이며 NCS 코드는 1407030107_16v2, 세분류는 콘크리트공기계운전이다.",ability-requirement-00249,NCS 능력 요구사항,건설기계운전,,,,,1407030107_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 콘크리트펌프 작동법 파악이며 NCS 코드는 1407030106_16v2, 세분류는 콘크리트공기계운전이다.",ability-requirement-00250,NCS 능력 요구사항,건설기계운전,,,,,1407030106_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 콘크리트펌프 작업준비이며 NCS 코드는 1407030109_16v2, 세분류는 콘크리트공기계운전이다.",ability-requirement-00251,NCS 능력 요구사항,건설기계운전,,,,,1407030109_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 환경 사항 준수이며 NCS 코드는 1407030112_16v2, 세분류는 콘크리트공기계운전이다.",ability-requirement-00252,NCS 능력 요구사항,건설기계운전,,,,,1407030112_16v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 가동일보 작성이며 NCS 코드는 1407050310_19v2, 세분류는 타워크레인운전(타워크레인조종)이다.",ability-requirement-00253,NCS 능력 요구사항,건설기계운전,,,,,1407050310_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 설치운전이며 NCS 코드는 1407050305_19v2, 세분류는 타워크레인운전(타워크레인조종)이다.",ability-requirement-00254,NCS 능력 요구사항,건설기계운전,,,,,1407050305_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 신호체계 확인이며 NCS 코드는 1407050304_19v2, 세분류는 타워크레인운전(타워크레인조종)이다.",ability-requirement-00255,NCS 능력 요구사항,건설기계운전,,,,,1407050304_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 작업 전 안전교육이며 NCS 코드는 1407050302_19v2, 세분류는 타워크레인운전(타워크레인조종)이다.",ability-requirement-00256,NCS 능력 요구사항,건설기계운전,,,,,1407050302_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 작업 전 장비점검이며 NCS 코드는 1407050303_19v2, 세분류는 타워크레인운전(타워크레인조종)이다.",ability-requirement-00257,NCS 능력 요구사항,건설기계운전,,,,,1407050303_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 작업 후 안전조치이며 NCS 코드는 1407050309_19v2, 세분류는 타워크레인운전(타워크레인조종)이다.",ability-requirement-00258,NCS 능력 요구사항,건설기계운전,,,,,1407050309_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 작업 후 장비점검이며 NCS 코드는 1407050308_19v2, 세분류는 타워크레인운전(타워크레인조종)이다.",ability-requirement-00259,NCS 능력 요구사항,건설기계운전,,,,,1407050308_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 작업지시 확인이며 NCS 코드는 1407050301_19v2, 세분류는 타워크레인운전(타워크레인조종)이다.",ability-requirement-00260,NCS 능력 요구사항,건설기계운전,,,,,1407050301_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 중량물 운반이며 NCS 코드는 1407050307_19v2, 세분류는 타워크레인운전(타워크레인조종)이다.",ability-requirement-00261,NCS 능력 요구사항,건설기계운전,,,,,1407050307_19v2,구조화원본,직종별_능력요건.csv
"직종 건설기계운전의 NCS 능력은 해체운전이며 NCS 코드는 1407050306_19v2, 세분류는 타워크레인운전(타워크레인조종)이다.",ability-requirement-00262,NCS 능력 요구사항,건설기계운전,,,,,1407050306_19v2,구조화원본,직종별_능력요건.csv
